uniq_id,description,image,cat_lvl_0,cat_lvl_1,cat_lvl_2,cat_lvl_3,encoded_cat_lvl_0,image_path,clusters_labels
e99d9abb115a9bd580bcccf9ff4d4881,"Lal Haveli Wooden Table Decor Mother & Baby Elephant Painted Showpiece  -  10.16 cm (Wooden, Black)
                         Price: Rs. 2,069
				
			This gorgeous elephant will be a fabulous home decor accessory indeed! This comes in golden black and is made of Metal. This gives it an appeal and splendor of its own that few accessories can replicate! You can gift this to your friends as well. A gorgeous piece of art to give your interior ethnic Indian Look.
This gorgeous elephant will be a fabulous home decor accessory indeed! This comes in golden black and is made of Metal. This gives it an appeal and splendor of its own that few accessories can replicate! You can gift this to your friends as well. A gorgeous piece of art to give your interior ethnic Indian Look.",e99d9abb115a9bd580bcccf9ff4d4881.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,Lal Haveli Ethnic,3,Dataset\Images\e99d9abb115a9bd580bcccf9ff4d4881.jpg,6
de29bf3288345e23b0e25345a3a057fb,"Orange Tree Maxim Wall Decor Set Of 3 Showpiece  -  4 cm (Iron, Gold)
                         Price: Rs. 1,999
				
			Metal saucer with a hammered look floats a classic round mirror in the center. These set of 3 in ant. Copper plating lets your imagination loose by creating interesting combinations on any wall surface
Metal saucer with a hammered look floats a classic round mirror in the center. These set of 3 in ant. Copper plating lets your imagination loose by creating interesting combinations on any wall surface",de29bf3288345e23b0e25345a3a057fb.jpg,Home Decor & Festive Needs,Showpieces,Orange Tree Showpieces,,3,Dataset\Images\de29bf3288345e23b0e25345a3a057fb.jpg,6
e3e7c584f317d1b5d6ac0088c411565e,"Tatvaarts Tribal Face Showpiece  -  21.59 cm (Brass, Gold)
                         Price: Rs. 6,100
				
			A nice and beautiful home décor item. Made of cast iron, this product stands out to enjoy a special place in your room. It can also be gifted to your near and dear ones on any eventful day.
A nice and beautiful home décor item. Made of cast iron, this product stands out to enjoy a special place in your room. It can also be gifted to your near and dear ones on any eventful day.",e3e7c584f317d1b5d6ac0088c411565e.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,Tatvaarts Ethnic,3,Dataset\Images\e3e7c584f317d1b5d6ac0088c411565e.jpg,6
9d279c825ba12804c337f883b366a6e2,"Shoppingtara Paper Mache 3 Piece Elephant Home Decor Gift Showpiece  -  4 cm (Paper Mache, Multicolor)
                         Price: Rs. 489
				
			This handcrafted elephant is a set of 3 piece elephants made of Chinese Paper Mache art. They have been decorated with enamel paint and lacquer polish. The size of the elephants is in increasing order of 2.5 inch, 3 inch and 3.5 inch. It is an exclusive show piece for your drawing room; sure to be admired by your guests.
This handcrafted elephant is a set of 3 piece elephants made of Chinese Paper Mache art. They have been decorated with enamel paint and lacquer polish. The size of the elephants is in increasing order of 2.5 inch, 3 inch and 3.5 inch. It is an exclusive show piece for your drawing room; sure to be admired by your guests.",9d279c825ba12804c337f883b366a6e2.jpg,Home Decor & Festive Needs,Showpieces,Shoppingtara Showpieces,,3,Dataset\Images\9d279c825ba12804c337f883b366a6e2.jpg,6
91a5328e7235424885d271dfa0959eeb,"King International Ergonomic Design with Long Gripped Handle Rolling Pizza Cutter (Stainless Steel Pack of 1)
                         Price: Rs. 199
				
			""Stop fights among friends over the last slice of pizza using this pizza cutten from Fab Kitchen. The suttle color allows it to blend in perfectly with your other kitchen cutlery. The razor sharp stainless steel blade allows it to instantly cut up food slices. Short Description
* Material: Stainless Steel & Plastic
* Color: Red, White and Steel
* Freezer Safe: Yes
* Dishwasher Safe: Yes
* Pizza Cutter Length: 8 inches (20 cm)
* Quantity: 1 Piece (Pizza Cutter)""
""Stop fights among friends over the last slice of pizza using this pizza cutten from Fab Kitchen. The suttle color allows it to blend in perfectly with your other kitchen cutlery. The razor sharp stainless steel blade allows it to instantly cut up food slices. Short Description
* Material: Stainless Steel & Plastic
* Color: Red, White and Steel
* Freezer Safe: Yes
* Dishwasher Safe: Yes
* Pizza Cutter Length: 8 inches (20 cm)
* Quantity: 1 Piece (Pizza Cutter)""",91a5328e7235424885d271dfa0959eeb.jpg,Kitchen & Dining,Kitchen Tools,Kitchen Implements,Pizza Cutters,5,Dataset\Images\91a5328e7235424885d271dfa0959eeb.jpg,6
2110699b945ae766c8b8112038ac58b9,Buy Go Hooked Wheel Pizza Cutter for Rs.199 online. Go Hooked Wheel Pizza Cutter at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,2110699b945ae766c8b8112038ac58b9.jpg,Kitchen & Dining,Kitchen Tools,Kitchen Implements,Pizza Cutters,5,Dataset\Images\2110699b945ae766c8b8112038ac58b9.jpg,6
198dbe7be6f84f6448197148d7b5e5a5,Buy RoyalsCart KTH505 Showpiece  -  33 cm for Rs.2499 online. RoyalsCart KTH505 Showpiece  -  33 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,198dbe7be6f84f6448197148d7b5e5a5.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,RoyalsCart Ethnic,3,Dataset\Images\198dbe7be6f84f6448197148d7b5e5a5.jpg,6
ce02ab514e4c623dcf7acd7182a7762d,Buy Apex Rolling Pizza Cutter for Rs.69 online. Apex Rolling Pizza Cutter at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,ce02ab514e4c623dcf7acd7182a7762d.jpg,Kitchen & Dining,Kitchen Tools,Kitchen Implements,Pizza Cutters,5,Dataset\Images\ce02ab514e4c623dcf7acd7182a7762d.jpg,6
2ede595489db33a036d135ce22645515,"MCB Exports Mini 6 Drawer Chest Showpiece  -  33 cm (Wooden, Brass, Multicolor)
                         Price: Rs. 4,699
				
			Mini 6 Drawers Chest with Brass Fitted, Dimension: 23x16x33 cms
Mini 6 Drawers Chest with Brass Fitted, Dimension: 23x16x33 cms",2ede595489db33a036d135ce22645515.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,MCB Exports Ethnic,3,Dataset\Images\2ede595489db33a036d135ce22645515.jpg,1
32cf0691248297655e2c1728b12e2262,"Poppins Printed Baby Boy's Jumpsuit
                         Price: Rs. 100
				
			High quality full sleeves romper suits for infants.Made from 100% Cotton, these rompers ensure whole day comfort. Also these are made from Ozone free dyes for your little one's safety.The pack contains 3 rompers - printed, striped and solid.Available in Multi colors with different sizes also.
High quality full sleeves romper suits for infants.Made from 100% Cotton, these rompers ensure whole day comfort. Also these are made from Ozone free dyes for your little one's safety.The pack contains 3 rompers - printed, striped and solid.Available in Multi colors with different sizes also.",32cf0691248297655e2c1728b12e2262.jpg,Baby Care,Infant Wear,Baby Boys' Clothes,Dungarees & Jumpsuits,0,Dataset\Images\32cf0691248297655e2c1728b12e2262.jpg,6
81a695f80d3f5c445910d310f1a83eb8,Buy S C Handicrafts Sandalwood Chinese Queen. Showpiece  -  16 cm for Rs.8500 online. S C Handicrafts Sandalwood Chinese Queen. Showpiece  -  16 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,81a695f80d3f5c445910d310f1a83eb8.jpg,Home Decor & Festive Needs,Showpieces,S C Handicrafts Showpieces,,3,Dataset\Images\81a695f80d3f5c445910d310f1a83eb8.jpg,6
922a04084481d4b3275a3f7bb54e90f3,"Purpledip Kattle Showpiece  -  15 cm (Steel, Multicolor)
                         Price: Rs. 1,505
				
			Painted by the artisans of Rajasthan, this steel teapot brings good cheer & color to your teatime. Use it as a decorative piece to adorn your dining table or gift it as an Indian curio. Can hold hot beverages
Painted by the artisans of Rajasthan, this steel teapot brings good cheer & color to your teatime. Use it as a decorative piece to adorn your dining table or gift it as an Indian curio. Can hold hot beverages",922a04084481d4b3275a3f7bb54e90f3.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,Purpledip Ethnic,3,Dataset\Images\922a04084481d4b3275a3f7bb54e90f3.jpg,6
f2751cf0dd59d223cacbc5da5df42a1a,"Agromech YIBOO Rolling Pizza Cutter (Stainless Steel Pack of 1)
                         Price: Rs. 138
				
			Pizza cutter with a strong and comfortable grip helps you Slice pizzas very easily.100 % Stainless Steel wheel with Plastic Handle.

Kindly Lookout For ""Agromech"" Special Barcode For Authenticity Of This Product you can also find our more products by searching as "" Agromech"" in fliPkart
Pizza cutter with a strong and comfortable grip helps you Slice pizzas very easily.100 % Stainless Steel wheel with Plastic Handle.

Kindly Lookout For ""Agromech"" Special Barcode For Authenticity Of This Product you can also find our more products by searching as "" Agromech"" in fliPkart",f2751cf0dd59d223cacbc5da5df42a1a.jpg,Kitchen & Dining,Kitchen Tools,Kitchen Implements,Pizza Cutters,5,Dataset\Images\f2751cf0dd59d223cacbc5da5df42a1a.jpg,0
cc2e2bb105a5c2b2e43842886d057b81,Buy Lal Haveli Traditional Hand Crafted Beautiful Iron Musician 5 Pcs Set Showpiece  -  33 cm for Rs.3749 online. Lal Haveli Traditional Hand Crafted Beautiful Iron Musician 5 Pcs Set Showpiece  -  33 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,cc2e2bb105a5c2b2e43842886d057b81.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,Lal Haveli Ethnic,3,Dataset\Images\cc2e2bb105a5c2b2e43842886d057b81.jpg,6
67d6b4a8aa19d57740b0440365b77624,"Lal Haveli Decorative Dholak Musician Showpiece  -  8.89 cm (Steel, Wooden, Red)
                         Price: Rs. 1,085
				
			The fine handmade meenakari work designs and Pretty color of this showpiece add a touch of Traditional and elegance to your home decor. It Beautiful Indian Rajasthani handmade Man Musician showpiece is made of light wood and steel material. We promise to deliver best quality products at best prices.
The fine handmade meenakari work designs and Pretty color of this showpiece add a touch of Traditional and elegance to your home decor. It Beautiful Indian Rajasthani handmade Man Musician showpiece is made of light wood and steel material. We promise to deliver best quality products at best prices.",67d6b4a8aa19d57740b0440365b77624.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,Lal Haveli Ethnic,3,Dataset\Images\67d6b4a8aa19d57740b0440365b77624.jpg,6
f39a2cce8929f5b44087d688995994e4,Buy Tiedribbons We Love Mom With Green Background Tile Showpiece  -  28 cm for Rs.699 online. Tiedribbons We Love Mom With Green Background Tile Showpiece  -  28 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,f39a2cce8929f5b44087d688995994e4.jpg,Home Decor & Festive Needs,Showpieces,Tiedribbons Showpieces,,3,Dataset\Images\f39a2cce8929f5b44087d688995994e4.jpg,6
4451f1b01168b6a085738d0b0f2f02aa,Buy Rajo Raja Magan Buddha Artpiece Showpiece  -  20.5 cm for Rs.1799 online. Rajo Raja Magan Buddha Artpiece Showpiece  -  20.5 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,4451f1b01168b6a085738d0b0f2f02aa.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,Rajo Raja Ethnic,3,Dataset\Images\4451f1b01168b6a085738d0b0f2f02aa.jpg,6
9f76aaed44b540869da862c5dd4b266f,Buy Lal Haveli Rajasthani Handcrafted Decorative Showpiece Statue Musicians Showpiece  -  17.18 cm for Rs.12399 online. Lal Haveli Rajasthani Handcrafted Decorative Showpiece Statue Musicians Showpiece  -  17.18 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,9f76aaed44b540869da862c5dd4b266f.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,Lal Haveli Ethnic,3,Dataset\Images\9f76aaed44b540869da862c5dd4b266f.jpg,6
caabe6014b914fe2874a9a8d7284f79b,Buy Surface 180 Elephant Shape Handpainted Wooden Round Stool Showpiece  -  17.78 cm for Rs.4704 online. Surface 180 Elephant Shape Handpainted Wooden Round Stool Showpiece  -  17.78 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,caabe6014b914fe2874a9a8d7284f79b.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,Surface 180 Ethnic,3,Dataset\Images\caabe6014b914fe2874a9a8d7284f79b.jpg,6
968a2b3be84193e3f755c2fe71033a2c,"Sovam International Krishna With Cow Idol Showpiece  -  6 cm (Brass, White)
                         Price: Rs. 1,240
				
			this handcrafted antique idol of Lord Krishna with Cow on metal durable stand is made of pure white metal. The idol is silver polished to give it alluring antique look. It is also an ideal gift for your friends and relatives. The gift piece has been prepared by the creative artisans
this handcrafted antique idol of Lord Krishna with Cow on metal durable stand is made of pure white metal. The idol is silver polished to give it alluring antique look. It is also an ideal gift for your friends and relatives. The gift piece has been prepared by the creative artisans",968a2b3be84193e3f755c2fe71033a2c.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,Sovam International Ethnic,3,Dataset\Images\968a2b3be84193e3f755c2fe71033a2c.jpg,6
f8c1b5fb422d8418dc9e40a43fece55a,"Lal Haveli Beautifully crafted and painted Horse with bells Showpiece  -  33 cm (Wooden, Iron, Red)
                         Price: Rs. 2,249
				
			Presenting you a beautiful animal figurine handmade. Beautifully crafted and painted Horse with bells, fusion of Mango wood and aluminium metal. This horse is Beautifully casted of solid aluminium metal with detailed hand crafted done on it and polished to give that prefect shine. Product will be exactly as shown in pictures.
Presenting you a beautiful animal figurine handmade. Beautifully crafted and painted Horse with bells, fusion of Mango wood and aluminium metal. This horse is Beautifully casted of solid aluminium metal with detailed hand crafted done on it and polished to give that prefect shine. Product will be exactly as shown in pictures.",f8c1b5fb422d8418dc9e40a43fece55a.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,Lal Haveli Ethnic,3,Dataset\Images\f8c1b5fb422d8418dc9e40a43fece55a.jpg,6
4642d967bc34a36454b281de632f6c11,"Sovam International Radha Krishna God Showpiece  -  6 cm (Brass, White)
                         Price: Rs. 1,899
				
			The Image is of Original item but does not represent the actual size & colour of the item as it is cropped for display. What you see herein the Picture, is what you will Get
The Image is of Original item but does not represent the actual size & colour of the item as it is cropped for display. What you see herein the Picture, is what you will Get",4642d967bc34a36454b281de632f6c11.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,Sovam International Ethnic,3,Dataset\Images\4642d967bc34a36454b281de632f6c11.jpg,6
34d3b2b8d263294107a3ffc69b35ff8f,Buy The Ethnic Story Royal Durban Showpiece  -  30.48 cm for Rs.1850 online. The Ethnic Story Royal Durban Showpiece  -  30.48 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,34d3b2b8d263294107a3ffc69b35ff8f.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,The Ethnic Story Ethnic,3,Dataset\Images\34d3b2b8d263294107a3ffc69b35ff8f.jpg,6
ed139e0d1b5c973495e1aa35dd4a5533,Buy JSM Hard Anodized Kadhai 4 L for Rs.1071 online. JSM Hard Anodized Kadhai 4 L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,ed139e0d1b5c973495e1aa35dd4a5533.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\ed139e0d1b5c973495e1aa35dd4a5533.jpg,6
e1e133cbe616bee3b3e9e6f4f0882e3d,"Celebrity Wheel Pizza Cutter (Carbon Steel Pack of 1)
                         Price: Rs. 199
				
			Fast Cutting
Fast Cutting",e1e133cbe616bee3b3e9e6f4f0882e3d.jpg,Kitchen & Dining,Kitchen Tools,Kitchen Implements,Pizza Cutters,5,Dataset\Images\e1e133cbe616bee3b3e9e6f4f0882e3d.jpg,0
cf2ba696547459733c6bbfad4e3bcf62,"Unique Design Mobile Stand Showpiece  -  15 cm (Wooden, Yellow)
                         Price: Rs. 350
				
			This Handcrafted Mobile Stand Is Made Of Wood And Decorated With Rajasthani Painting. It Is An Ideal Gift For Your Friends And Relatives. This Product Is Offered At Highly Economical Rates
This Handcrafted Mobile Stand Is Made Of Wood And Decorated With Rajasthani Painting. It Is An Ideal Gift For Your Friends And Relatives. This Product Is Offered At Highly Economical Rates",cf2ba696547459733c6bbfad4e3bcf62.jpg,Home Decor & Festive Needs,Showpieces,Unique Design Showpieces,,3,Dataset\Images\cf2ba696547459733c6bbfad4e3bcf62.jpg,6
be0e65c6d8c2cc8cb913b36aa4168cf0,Buy Lal Haveli Iron Wall Decorative Musician Showpiece  -  50.8 cm for Rs.6949 online. Lal Haveli Iron Wall Decorative Musician Showpiece  -  50.8 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,be0e65c6d8c2cc8cb913b36aa4168cf0.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,Lal Haveli Ethnic,3,Dataset\Images\be0e65c6d8c2cc8cb913b36aa4168cf0.jpg,6
2e8df36b35d22cf219cf8bae6c2af752,Buy Metallino Hard Anodised Kadhai 1.2 L for Rs.588 online. Metallino Hard Anodised Kadhai 1.2 L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,2e8df36b35d22cf219cf8bae6c2af752.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\2e8df36b35d22cf219cf8bae6c2af752.jpg,6
8f41774c16a931d71fcf01f8fee171e0,"Ruchiworld Marble Pot Showpiece  -  4 cm (Stoneware, Multicolor)
                         Price: Rs. 1,250
				
			It Is An Exclusive Show Piece For Your Drawing Room. A Surity Of Getting Admiration By Your Guests. Shop This Artistic Item At The Best Price.
It Is An Exclusive Show Piece For Your Drawing Room. A Surity Of Getting Admiration By Your Guests. Shop This Artistic Item At The Best Price.",8f41774c16a931d71fcf01f8fee171e0.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,Ruchiworld Ethnic,3,Dataset\Images\8f41774c16a931d71fcf01f8fee171e0.jpg,6
7e4c1d31e279a700c6b8e66d820e8601,Buy Kosher Kadhai 5 L for Rs.592 online. Kosher Kadhai 5 L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,7e4c1d31e279a700c6b8e66d820e8601.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\7e4c1d31e279a700c6b8e66d820e8601.jpg,6
1357e9d24661c3b5797aa1016e0c3be1,Buy Recon SuperChef Kadhai for Rs.715 online. Recon SuperChef Kadhai at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,1357e9d24661c3b5797aa1016e0c3be1.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\1357e9d24661c3b5797aa1016e0c3be1.jpg,6
799ddb97164ff2d5d53bb8b27b8c355f,"Buy Indian Art Villa 2.3"" X 6.9"" X 2.3"" Handmade High Quality Stainless Steel Copper Dish Serving Indian Food Daal Curry Karahi Kadai Wok Bowl Kadhai 0.7 L for Rs.750 online. Indian Art Villa 2.3"" X 6.9"" X 2.3"" Handmade High Quality Stainless Steel Copper Dish Serving Indian Food Daal Curry Karahi Kadai Wok Bowl Kadhai 0.7 L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.",799ddb97164ff2d5d53bb8b27b8c355f.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\799ddb97164ff2d5d53bb8b27b8c355f.jpg,6
607dc41467008ee7a8dba0276f180f63,Buy Suruchi Kadhai 4.5 L for Rs.965 online. Suruchi Kadhai 4.5 L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,607dc41467008ee7a8dba0276f180f63.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\607dc41467008ee7a8dba0276f180f63.jpg,6
0c4718ae90f2889b7021a99ee1cc106c,"Bergner Kadhai NA L (Aluminium, Non-stick)
                         Price: Rs. 1,499
				
			Get this strong kadai with tempered glass lid from Bergner and make a brilliant collection of utensils for your kitchen. 
Made of high quality stainless steel with diamond coating,
 these have quick heat distribution ability and are lightweight and corrosion resistant.
Get this strong kadai with tempered glass lid from Bergner and make a brilliant collection of utensils for your kitchen. 
Made of high quality stainless steel with diamond coating,
 these have quick heat distribution ability and are lightweight and corrosion resistant.",0c4718ae90f2889b7021a99ee1cc106c.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\0c4718ae90f2889b7021a99ee1cc106c.jpg,6
85fe188e1ee8237b70df0d475907bf24,Buy Kalash Kadhai 11.5 L for Rs.1584 online. Kalash Kadhai 11.5 L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,85fe188e1ee8237b70df0d475907bf24.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\85fe188e1ee8237b70df0d475907bf24.jpg,6
ea42376c9c52752d9d01bba12eb2999b,Buy Peacock Kadhai 3.8 L for Rs.1155 online. Peacock Kadhai 3.8 L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,ea42376c9c52752d9d01bba12eb2999b.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\ea42376c9c52752d9d01bba12eb2999b.jpg,6
87f1807e002d3555b8dfb465a8a61df2,Buy Leo Natura Paniarakkal 7 Hole Kadhai NA L for Rs.649 online. Leo Natura Paniarakkal 7 Hole Kadhai NA L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,87f1807e002d3555b8dfb465a8a61df2.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\87f1807e002d3555b8dfb465a8a61df2.jpg,6
45d0af2c709de47268c80c35a117de44,Buy Malhar Niko Male Doll Showpiece  -  25 cm for Rs.5436 online. Malhar Niko Male Doll Showpiece  -  25 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,45d0af2c709de47268c80c35a117de44.jpg,Home Decor & Festive Needs,Showpieces,Malhar Showpieces,,3,Dataset\Images\45d0af2c709de47268c80c35a117de44.jpg,6
0131e5d87b72877702d536299cf83b75,Buy Sumeet Hard Anodised 14 Kadhai 3 L for Rs.1045 online. Sumeet Hard Anodised 14 Kadhai 3 L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,0131e5d87b72877702d536299cf83b75.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\0131e5d87b72877702d536299cf83b75.jpg,6
17611e6e94d73ef376834e5c6ee03dde,Buy TRUE Bong for Rs.549 online. TRUE Bong at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,17611e6e94d73ef376834e5c6ee03dde.jpg,Home Decor & Festive Needs,TRUE Home Decor & Festive Needs,,,3,Dataset\Images\17611e6e94d73ef376834e5c6ee03dde.jpg,6
72cbc043d14ee578c789c9fab3c43cdd,Buy Kalash Kadhai 3.5 L for Rs.549 online. Kalash Kadhai 3.5 L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,72cbc043d14ee578c789c9fab3c43cdd.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\72cbc043d14ee578c789c9fab3c43cdd.jpg,6
6bc04b3ec1f8d4da2a00f8662f4fbed3,Buy Metallino Kadhai NA L for Rs.721 online. Metallino Kadhai NA L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,6bc04b3ec1f8d4da2a00f8662f4fbed3.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\6bc04b3ec1f8d4da2a00f8662f4fbed3.jpg,6
fb733e04ff2d72c59d8513eb574e81a2,Buy Metallino Hard Anodised WGlass Lid Kadhai 3.5 L for Rs.1132 online. Metallino Hard Anodised WGlass Lid Kadhai 3.5 L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,fb733e04ff2d72c59d8513eb574e81a2.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\fb733e04ff2d72c59d8513eb574e81a2.jpg,6
fda51c31a1b7ae8f3c7b5c0174d3e201,Buy The Crafts House Showpiece  -  6.5 cm for Rs.1499 online. The Crafts House Showpiece  -  6.5 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,fda51c31a1b7ae8f3c7b5c0174d3e201.jpg,Home Decor & Festive Needs,Showpieces,The Crafts House Showpieces,,3,Dataset\Images\fda51c31a1b7ae8f3c7b5c0174d3e201.jpg,6
c38eb8abdaa1d8c28bc8c262761dfbc5,Buy Jaipan KD2.5 Kadhai 2.5 L for Rs.499 online. Jaipan KD2.5 Kadhai 2.5 L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,c38eb8abdaa1d8c28bc8c262761dfbc5.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\c38eb8abdaa1d8c28bc8c262761dfbc5.jpg,6
73b692cdfce9a77b721a54d4b7fb35a7,"Tiedribbons Mamma'S Fairies Gifts Tile Showpiece  -  28 cm (Ceramic, Multicolor)
                         Price: Rs. 699
				
			With a bright colour combination and a fantastic look this Tile is indeed an exclusive creation by the brand TiedRibbons. This wonderful show piece will make a fine addition to the prayer room, living room or even in your office. It is easy to maintain the good looks of this tile for years with a simple cloth wipe. The print is high on quality and will retain its brightness for long. It comes with a wooden easel stand and is easy to place on any table or shelf in your room. You can consider this tile as a wonderful gift option for house warming occasions and other festive occasions too. Shop with confidence! Sit back and enjoy shopping while we make sure to deliver this purchase for free right at your doorstep.
With a bright colour combination and a fantastic look this Tile is indeed an exclusive creation by the brand TiedRibbons. This wonderful show piece will make a fine addition to the prayer room, living room or even in your office. It is easy to maintain the good looks of this tile for years with a simple cloth wipe. The print is high on quality and will retain its brightness for long. It comes with a wooden easel stand and is easy to place on any table or shelf in your room. You can consider this tile as a wonderful gift option for house warming occasions and other festive occasions too. Shop with confidence! Sit back and enjoy shopping while we make sure to deliver this purchase for free right at your doorstep.",73b692cdfce9a77b721a54d4b7fb35a7.jpg,Home Decor & Festive Needs,Showpieces,Tiedribbons Showpieces,,3,Dataset\Images\73b692cdfce9a77b721a54d4b7fb35a7.jpg,6
40d7d3d1961236dd814e15592fa52994,Buy Unravel India Showpiece  -  16 cm for Rs.1749 online. Unravel India Showpiece  -  16 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,40d7d3d1961236dd814e15592fa52994.jpg,Home Decor & Festive Needs,Showpieces,Unravel India Showpieces,,3,Dataset\Images\40d7d3d1961236dd814e15592fa52994.jpg,6
9833d0de7f7e1927c807411c10b19189,Buy Ruchikainternational ruc0015 Showpiece  -  4 cm for Rs.499 online. Ruchikainternational ruc0015 Showpiece  -  4 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,9833d0de7f7e1927c807411c10b19189.jpg,Home Decor & Festive Needs,Showpieces,Ethnic,Ruchikainternational Ethnic,3,Dataset\Images\9833d0de7f7e1927c807411c10b19189.jpg,6
724e6eb7edc83eb48b6492d12e940ebd,Buy Nirlon Kadhai 3 L for Rs.785 online. Nirlon Kadhai 3 L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,724e6eb7edc83eb48b6492d12e940ebd.jpg,Kitchen & Dining,Cookware,Pots & Pans,Woks & Kadhais,5,Dataset\Images\724e6eb7edc83eb48b6492d12e940ebd.jpg,6
